referencia,transcricao_simulada
"""Perfeito. Estamos aqui para esclarecer a apreensão de produtos falsificados em sua loja. O que tem a dizer sobre isso?""","""Perfeito. Estamos para esclarecer a de produtos falsificados em sua ERRO O que tem a dizer sobre"
"""Eu não sabia que os produtos eram falsificados. Eu comprei de um fornecedor confiável e não sabia que estavam com a marca falsificada.""","""Eu não sabia que produtos eram falsificados. ERRO comprei de um fornecedor ERRO e não sabia que ERRO com a marca falsificada."""
"""João, pode nos contar como escolheu os fornecedores para os produtos que vende em sua loja?""","""João, pode nos contar ERRO escolheu os fornecedores ERRO os produtos que em sua loja?"""
"""Eu sempre compro de fornecedores que já conheço há anos. Nunca imaginei que um deles me enganaria.""","""Eu sempre compro de ERRO que já conheço há anos. EXTRA Nunca imaginei EXTRA que um deles me enganaria."""
"""Entendido. E você verificou a autenticidade desses produtos antes de colocá-los à venda?""","""Entendido. E você verificou a autenticidade desses produtos ERRO de colocá-los à"
"""Eu confiei no fornecedor. Não fiz nenhuma verificação, mas sempre comprei com ele antes.""","""Eu EXTRA confiei no fornecedor. Não fiz nenhuma verificação, mas sempre comprei com ERRO ele antes."""
"""João, temos registros de comunicação entre você e o fornecedor discutindo a venda desses produtos. As evidências indicam que você sabia da origem duvidosa dos itens. Como explica isso?""","""João, temos registros de comunicação entre você e o fornecedor ERRO a ERRO desses ERRO As EXTRA evidências indicam que você sabia da origem duvidosa dos itens. Como EXTRA explica isso?"""
"""Esses registros não significam nada. Eu não sabia que eram falsificados. Eu apenas comprei o que foi oferecido.""","""Esses registros significam nada. Eu não sabia eram ERRO Eu apenas comprei o que foi oferecido."""
"""Entendido. Contudo, as etiquetas de alguns produtos foram removidas e substituídas por cópias de marcas conhecidas. Como o senhor explica isso?""","""Entendido. EXTRA Contudo, as etiquetas de alguns produtos foram removidas e substituídas por cópias de marcas conhecidas. EXTRA senhor explica isso?"""
"""Eu não sabia disso. Não notei nada de errado com os produtos. Se eu soubesse, jamais os teria colocado na loja.""","não sabia ERRO Não notei EXTRA nada de errado com produtos. Se eu soubesse, jamais os teria colocado na loja."""
"""João, se você não sabia que os produtos eram falsificados, como justifica a troca de etiquetas e as negociações de preço feitas com seu fornecedor? Isso não indica que o senhor sabia da irregularidade?""","""João, se você não sabia que os produtos eram falsificados, ERRO justifica a troca de etiquetas e ERRO negociações preço com seu fornecedor? Isso não EXTRA indica que ERRO senhor sabia da irregularidade?"""
"""Eu estava apenas tentando conseguir um bom preço. Não sabia que era ilegal.""","""Eu estava apenas tentando EXTRA ERRO um bom preço. Não sabia que era ilegal."""
"""Entendo. Mas, ao vender esses produtos, o senhor causou prejuízo aos consumidores e à marca original. O que tem a dizer sobre isso?""","""Entendo. Mas, ao vender esses produtos, o senhor EXTRA causou prejuízo aos consumidores e à original. O que tem a dizer sobre isso?"""
"""Eu não sabia que estava prejudicando ninguém. Só queria vender e ter um bom negócio.""","""Eu não sabia que estava ninguém. EXTRA Só queria vender e ter um EXTRA bom negócio."""
"""João, temos provas concretas de que você estava ciente das práticas irregulares. As mensagens trocadas, as etiquetas falsificadas e as mercadorias apreendidas. Este é o momento de ser honesto. Há algo mais que queira nos contar?""","""João, temos provas concretas de que você ciente das práticas ERRO As mensagens EXTRA trocadas, as etiquetas falsificadas as mercadorias apreendidas. Este é o ser honesto. Há algo mais que queira nos contar?"""
"""Eu realmente não sabia que as mercadorias eram falsas. Só estava tentando ganhar a vida e fazer negócios.""","""Eu realmente não sabia que as mercadorias eram falsas. estava tentando ganhar EXTRA a vida e fazer negócios."""
"""Entendo. Mas, ao colocar esses produtos no mercado, o senhor estava infringindo a lei. Reconhece que sua atitude teve consequências legais?""","""Entendo. Mas, ERRO colocar ERRO produtos no mercado, o senhor estava infringindo a lei. que sua atitude teve consequências legais?"""
"""Sim, reconheço. Eu errei, mas não sabia que estava cometendo um crime.""","""Sim, reconheço. ERRO errei, mas não sabia estava cometendo um crime."""
"""João, agradeço pela sua colaboração. Esta gravação será analisada junto com as outras evidências que temos. Se houver algo mais que queira acrescentar, agora é o momento.""","""João, agradeço pela sua colaboração. Esta ERRO EXTRA analisada junto com as outras evidências que temos. Se houver algo mais que queira ERRO agora é ERRO momento."""
"""Não, já disse tudo. Só quero que isso se resolva o mais rápido possível.""","""Não, já disse tudo. quero que ERRO se resolva o mais EXTRA rápido possível."""
"""Entendido. O senhor será informado sobre os próximos passos do processo. Obrigado pelo seu tempo.""","""Entendido. O senhor será EXTRA informado sobre os próximos passos do EXTRA processo. Obrigado seu tempo."""
"""Boa tarde, Ricardo Silva. Esta entrevista está sendo gravada como parte da investigação sobre falsificação de documentos. O senhor entende seus direitos, incluindo o de permanecer em silêncio e solicitar a presença de um advogado?""","""Boa tarde, Ricardo Silva. Esta entrevista sendo como parte EXTRA da investigação sobre falsificação de documentos. O EXTRA senhor entende seus direitos, EXTRA incluindo EXTRA o de permanecer em silêncio e solicitar a presença de um advogado?"""
"""Sim, entendi.""","""Sim, entendi."""
"""Perfeito. Estamos aqui para esclarecer a apreensão de documentos falsificados em sua posse, incluindo identidades e cartões de crédito. O que tem a dizer sobre isso?""","""Perfeito. Estamos aqui para esclarecer a apreensão ERRO falsificados EXTRA em sua posse, incluindo identidades e cartões de crédito. O que tem a dizer EXTRA ERRO isso?"""
"""Eu não sabia que os documentos eram falsificados. Eu fui contratado para fazer alguns serviços, mas não sabia que estava cometendo um crime.""","""Eu não sabia que os documentos eram falsificados. Eu ERRO contratado para fazer alguns ERRO mas não sabia que estava cometendo um crime."""
"""Ricardo, pode nos explicar como foi que começou a realizar esse tipo de trabalho? Como você entrou em contato com os responsáveis por fornecer os documentos falsificados?""","""Ricardo, ERRO nos explicar como foi que começou a realizar esse tipo de trabalho? Como ERRO em contato com os responsáveis por fornecer os documentos falsificados?"""
"""Eu estava procurando um trabalho extra, e um amigo me falou sobre uma pessoa que pagava por esse tipo de serviço. Eu não sabia exatamente o que estava fazendo.""","estava procurando um trabalho extra, e um amigo me falou sobre uma ERRO que pagava EXTRA por esse tipo de serviço. Eu EXTRA sabia exatamente o que estava fazendo."""
"""Entendido. E você sabia que estava criando documentos falsificados? Ou achava que era algo legal?""","EXTRA ""Entendido. E você sabia ERRO estava criando documentos falsificados? Ou achava que era algo legal?"""
"""Eu só fiz porque me pediram, e a princípio achei que era algo legal. Só depois que vi que poderia ter problemas.""","""Eu só fiz ERRO EXTRA me pediram, e a princípio achei que era algo legal. Só ERRO que vi que ERRO ter problemas."""
"""Ricardo, temos registros de comunicação entre você e os indivíduos que pediram os documentos falsificados. As mensagens indicam que você sabia do que estava fazendo. Como explica isso?""","""Ricardo, temos registros de comunicação entre e os indivíduos que pediram documentos falsificados. As mensagens indicam que você EXTRA sabia que estava fazendo. Como EXTRA explica isso?"""
"""Essas mensagens não indicam que eu sabia que era algo ilegal. Eu só estava cumprindo um trabalho, não sabia que estava cometendo um crime.""","""Essas mensagens não indicam que eu sabia EXTRA EXTRA que era algo ilegal. ERRO só estava cumprindo um trabalho, não sabia que estava cometendo crime."""
"""Entendido. Mas encontramos documentos em sua casa, com informações de várias pessoas, incluindo dados bancários falsificados. Como o senhor explica isso?""","""Entendido. Mas encontramos documentos em sua casa, com informações várias incluindo dados ERRO EXTRA falsificados. Como o senhor explica isso?"""
"""Eu só fiz os documentos que me pediram, mas não sabia que estavam sendo usados para crimes maiores.""","""Eu só fiz os documentos que me pediram, mas sabia que sendo usados para crimes maiores."""
"""Ricardo, se você não sabia o que estava fazendo, por que aceitou trabalhar com um fornecedor que estava pedindo documentos falsificados? Isso não indica que o senhor tinha algum conhecimento do que estava acontecendo?""","""Ricardo, se não ERRO o que ERRO estava fazendo, ERRO que aceitou trabalhar EXTRA com um fornecedor que estava pedindo documentos falsificados? Isso não indica que o senhor tinha algum conhecimento do que estava acontecendo?"""
"""Eu realmente não sabia que era tão grave. Eu só estava ganhando dinheiro e não pensei nas consequências.""","""Eu realmente não sabia que era tão grave. Eu só estava ERRO dinheiro e não pensei nas EXTRA ERRO"
"""Entendo. Mas as evidências indicam que você estava ativamente envolvido na criação e distribuição desses documentos. Como explica isso?""","""Entendo. Mas as evidências indicam que você estava ativamente envolvido na criação EXTRA e distribuição desses documentos. EXTRA explica isso?"""
"""Eu fiz o que me pediram, mas nunca imaginei que isso fosse afetar tantas pessoas. Eu não queria prejudicar ninguém.""","""Eu fiz que me pediram, mas nunca imaginei que isso EXTRA fosse tantas EXTRA pessoas. Eu não queria prejudicar ninguém."""
"""Ricardo, temos provas substanciais: registros de mensagens, documentos falsificados e a conexão com outras pessoas envolvidas em atividades criminosas. Este é o momento de ser honesto. Há algo mais que queira nos contar?""","""Ricardo, ERRO provas substanciais: registros de mensagens, documentos falsificados e a conexão com EXTRA outras pessoas envolvidas em EXTRA criminosas. Este EXTRA é o momento de ser honesto. Há algo mais que EXTRA queira nos contar?"""
"""Eu não sabia que estava fazendo algo tão sério. Eu me arrependo agora, mas na hora, não percebi as consequências.""","não sabia que estava fazendo algo tão sério. Eu ERRO arrependo agora, mas EXTRA na hora, ERRO percebi as consequências."""
"""Entendo. Mas ao criar e distribuir esses documentos, o senhor cometeu um crime grave. Reconhece sua responsabilidade?""","""Entendo. Mas criar e distribuir esses documentos, o senhor cometeu um ERRO crime grave. Reconhece sua responsabilidade?"""
"""Sim, reconheço. Eu errei, mas não sabia que estava prejudicando tantas pessoas.""","""Sim, EXTRA reconheço. Eu errei, não sabia que estava prejudicando tantas pessoas."""
"""Ricardo, agradeço pela sua colaboração. Esta gravação será analisada junto com as outras evidências que temos. Se houver algo mais que queira acrescentar, agora é o momento.""","""Ricardo, agradeço pela ERRO colaboração. Esta gravação será analisada com as outras evidências que temos. Se EXTRA EXTRA houver algo mais que queira acrescentar, agora é ERRO momento."""
"""Não, já disse tudo. Só quero resolver isso o mais rápido possível.""","""Não, ERRO disse tudo. EXTRA Só quero resolver isso o mais rápido possível."""
"""Entendido. O senhor será informado sobre os próximos passos do processo. Obrigado pelo seu tempo.""","""Entendido. O senhor será informado sobre os próximos passos do processo. Obrigado EXTRA pelo seu"
"""Boa tarde, Eduardo Nunes. Esta entrevista está sendo gravada como parte da investigação sobre o roubo de equipamentos eletrônicos em um depósito na zona industrial de Coimbra. O senhor entende seus direitos, incluindo o de permanecer em silêncio e solicitar a presença de um advogado?""","""Boa ERRO Nunes. Esta entrevista está sendo gravada como parte da investigação sobre o roubo EXTRA equipamentos EXTRA eletrônicos em um depósito na EXTRA zona industrial de Coimbra. O senhor ERRO seus direitos, incluindo de permanecer em silêncio e solicitar a presença de um advogado?"""
